Description,Price
"I have a 2019 Mercedes-Benz C43, a black 2019 Mercedes-Benz C43, used. It's an automatic with a 3 L, 4-cylinder engine, AWD, and has 7033 km on the odometer.",93969
"I am looking at a 2023 Toyota Fortuner Crusade. It's a used model, with a 2.8 L, 4 cyl diesel engine, and has covered 7 seats.",79990
"I am looking at a used 2019 Toyota Hilux SR, white, diesel. It features a 2.8 L, 4 cyl engine, automatic, and has covered 133902 km.",47980
"I have a 2022 Toyota Landcruiser 70 Series GXL, a sleek silver coupe. It's an automatic with a 4.5 L, 4WD engine, and has clocked 12500 km.",115977
"It's a 2007 Hyundai Accent S, blue, 1.6 L, 4 cyl, front-wheel drive, automatic, in red with 246512 km on the odometer.",5000
"I am looking at a used 2008 Mazda CX-7 Madman motors. it features a 4WD automatic transmission, and has covered 168544 km. The engine's specifications are not listed.",13989
"I have a 2016 Mitsubishi Lancer ES Sport, a white 2016 hatchback, black interior, 2L 4 cyl engine, automatic, with 133876 km on the odometer.",16977
"There is a used 2018 Holden Colorado Z71 in white, automatic gearbox. It's a used model, with 38149 km, a used man with an automatic transmission.",95984
"I have a 2006 Toyota Tarago GLI, a white 2006 Toyota Tarago GLI, used. It's an automatic with a 2.4 L, 4 cyl engine, and has clocked 189311 km.",14990
"I have a 2010 Chrysler 300C Sedan, 5.7L 8 cyl, automatic, rear-wheel drive, and 32409 km on the odometer.",29999
"A 2009 Holden Commodore SV6 is available, blue with a 3.6 L, 6 cyl engine, rear drive, and has done 159420 km.",14990
"I am looking at a 2014 Jeep Compass North, black, cyl 2L engine, rear-wheel drive, automatic, and 175284 km on the odometer.",13990
"There's a used 2015 Toyota Camry Altise in silver available. It's an automatic with a 2.5 L, 4 cyl engine, and has done 38647 km.",23990
"I have a 2023 Suzuki Jimny GLX, used, black with a black interior. It's an automatic, with a 1.5L engine, and has clocked 50 km.",39999
"I am looking at a 2022 GWM Haval H6 Ultra Hybrid, blue, cyl 1.5L 4-cylinder engine, front-wheel drive, and 6490 km driven.",40990
"I am looking at a 2014 Hyundai I30 Trophy, white, 1.8 L 4-cyl engine, front-wheel drive, automatic, 57388 km on the odometer.",17990
"I have a 2017 Toyota Corolla Ascent, white with a black interior. It's an automatic with a 1.8 L, 4 cyl engine, and has 117295 km on the odometer.",23888
"I have a 2012 Nissan X-Trail ST-L, a white SUV with grey interior. It's an automatic with a 2.5L engine, 4 cyl engine, and has clocked 96111 km.",17985
"I am looking at a 2023 Mazda BT-50 XTR, white, used. It comes with an automatic gearbox, 3 L, 4-cylinder engine, and has done 5 doors.",71988
"I am looking at a used 2010 Toyota HiAce LWB, white, diesel. It features a 3 L, 4-cylinder engine, automatic, and has covered 3 L, 4-cylinder.",19985
"I have a 2013 Mercedes-Benz B250 BE used, with a sleek silver interior. It's an automatic, front-wheel drive, and has clocked 188584 km.",16990
"There is a used 2019 Nissan Qashqai ST in blue, featuring a 2L 4-cylinder engine, automatic transmission, and a stylish black interior. It's done 71517 kilometers.",25942
"I am looking at a used 2022 Suzuki Swift GL S NEW hatchback, automatic, 1.2L 4-cylinder engine, red hatchback, and 55,676 kilometers driven.",27585
"I have a 2009 Ford Falcon XR6, a white hatchback with automatic transmission, 4 L, 4 cyl engine, rear drive, with 127511 km on it.",12990
"I have a 2021 Mitsubishi ASX ES, a used SUV with an efficient 2L 4-cylinder engine. It's an automatic with just 85836 km on the odometer.",22888
"I am looking at a used 2013 Subaru Outback 2.5I Premium. It features a 2.5L 4-cylinder engine, automatic, and AWD. It's clocked 174579 km.",12990
"I am looking at a used 2019 Kia Cerato S. It's a blue model with an automatic transmission, 2 L, 4 cyl engine, and 60590 km on the clock.",22999
"I have a 2022 Toyota Landcruiser 70 Series LC76 GXL, white with white interior. It's a used model, with a 4.5L diesel engine, and has clocked 37843 km.",98888
"I am looking at a 2009 Holden Commodore VE SS Sedan, white, used. It comes with an automatic gearbox and has traveled 211196 km.",22990
"I am looking at a used 2020 Subaru Forester 2.5I. This white SUV features a 4-cylinder, 2.5L engine, automatic, and has 47453 km on the odometer.",33999
"I have a 2019 Volkswagen Golf 110 TSI Highline, a white 2019 hatchback. It's an automatic with a 1.4 L, 4 cyl engine, and has clocked 5 seats.",35999
"I am looking at a used 2023 Toyota Hilux SR, white, diesel. It features a 2.8 L, 4 cyl engine, automatic, and has covered 5 seats.",81988
"It's a 2019 Mitsubishi ASX Black Edition, 4 cyl 2L engine, front-wheel drive, automatic, in white with a black interior, having 64001 km.",28970
"I have a 2018 Ford Ranger XL 2.2L 4 cyl, automatic, rear-wheel drive, white color, black interior, used with 239542 km driven.",21750
"I have a 2022 Toyota Landcruiser 70 Series, a sleek white SUV. It's an automatic with a 4.5 L, 4WD engine, and has clocked 229,812 km.",109992
I am looking at a used 2013 Hyundai I45 YF Premium Sedan. It comes with an automatic gearbox and has traveled 188221 km. Engine details are not specified.,13900
"I am looking at a used 2017 Toyota Landcruiser Ute / Tray. It features a 4.5 L, 8 cyl diesel engine, automatic, and has covered 3 seats.",83988
"I have a 2010 Toyota Land Cruiser Prado KDJ150R GXL, white with white interior. It's a 4-cylinder, 4x4 engine, automatic, and has 284284 km.",29990
"I am looking at a 2022 Toyota Landcruiser 70 Series GXL, white, 4.5L 8 cyl diesel, automatic, with 229,6 km.",116984
"I have a 2012 Hyundai I20 Easy Wholesale, red hatchback with a black interior. It's an automatic with just 110695 km, and has 1100km on the odometer.",11999
"A 2007 Land Rover Range Rover Vogue L322 Super Charged, black with an automatic transmission. It's equipped with a 5.0S engine and has done 259083 km.",19990
"I have a 2016 Ford Ranger XLT 3.2L diesel engine, white with black interior, used. It's an automatic with a 3.2L engine, 4 cyl engine, and has clocked 5 doors, 5 seats.",30990
"I am looking at a used 2011 Holden Commodore Wagon, grey with a black interior. It's got a 3 L, 6 cyl engine, automatic, rear drive, and has covered 210222 km.",8985
"I am looking at a used 2020 Hyundai Kona SUV, white with a white interior. It's got a 2L 4-cylinder engine, automatic, and has covered 4766 km.",26999
"I am looking at a red Toyota Landcruiser Prado GXL, a used SUV with an efficient 3.4L engine and automatic transmission. It's a 4-door SUV with 8 seats, 8 seats.",9990
"I am looking at a 2014 Hyundai Santa FE Active Crdi, grey, used. It comes with an automatic gearbox, 2.2L diesel, and AWD. It's a 4-door SUV with 7 seats.",16999
"I have a 2007 Subaru Outback 2.5I, a white SUV with black interior. It's an automatic with a 2.5L engine, AWD, and has 151949 km on the odometer.",10990
"I have a 2011 Great Wall X240, a blue SUV with a 2.4L 4-cylinder engine, automatic, and 108881 km on the odometer.",7990
"I am looking at a used 2018 Toyota RAV4 GX, blue, 2.2L 4 cyl diesel engine, automatic, with a mileage of 40750 km.",33999
"I have a 2003 Lexus GS JZS160R Sedan, used. It's an automatic, rear-wheel drive, and has 260499 km on the odometer.",7990
"There is a used 2017 Mitsubishi Outlander LS in white, featuring a black interior. It's an automatic with a 2L engine, front-wheel drive, and has 30709 km on the odometer.",25992
"A 2013 Mercedes-Benz A200 BE hatchback, blue with grey interior, automatic transmission, 1.6 L, 4 cyl engine, with 115829 km on the odometer.",19888
"A 2008 Toyota Aurion AT-X is available, blue with grey interior. This 4-door sedan features an automatic gearbox, 3.5 L, 6 cyl engine, and has 245801 km.",8990
"A 2021 MG HS Excite, blue, with a blue interior, 1.5L 4-cylinder engine, front-wheel drive, and 34130 km on the odometer.",28588
"I am looking at a used 2011 Ford Territory TX, silver with a black interior. It's a used model, with a 2.7 L, 6 cyl diesel engine, rear drive, and has 171495 km.",10990
"I have a 2021 Toyota Camry SX Hybrid, red with a black interior. It's an automatic with a 2.5 L, 4 cyl engine, and has 67694 km on the odometer.",40998
"I have a 2008 Nissan X-Trail TL, a silver SUV with a diesel 2L engine, automatic, and 4 cyl engine, and 5 seats.",12990
"There is a used 2015 Kia Cerato, red, with a 1.8 L 4-cyl engine, front-wheel drive, automatic, 178815 km on the odometer.",12999
"I have a 2017 Toyota Landcruiser Prado GX, a white SUV with black interior. It's an automatic with a 2.8 L, 4 cyl engine, and has clocked 5 seats.",39980
"I am looking at a used 2016 Mazda CX-5 Maxx SUV, brown with a black interior. It's got a 2.5L engine, automatic transmission, and has covered 92907 km.",23990
"I have a 2018 Toyota Corolla Ascent Sport, a sleek hatchback. It's an automatic with a 2 L, 4-cylinder engine, and has 138552 km on the odometer.",20888
"I am looking at a black 2013 Fiat Punto Easy, a hatchback with a 1.4 L, 4 cyl engine, automatic, and 188475 km on the clock.",8990
"I have a 2009 Jeep Grand Cherokee Limited, a grey SUV with a black interior. It's an automatic with a 4.7 L, 8 cyl engine, and has 264060 km on the odometer.",9990
"I have a 2009 Kia Sportage LX, a sleek grey SUV. It's an automatic with a 2L engine, front-wheel drive, and has 217103 km on the odometer.",7450
"I am looking at a used 2019 Holden Colorado LTZ. It features a 2.8 L, 4 cyl diesel engine, automatic, and has covered 122419 km.",39997
"There's a 2006 Mercedes-Benz CLS500 Sedan in black available. It's an automatic with a 5 L, 8 cyl engine, rear drive, and has done 265584 km.",12950
"I have a 2003 Nissan Patrol ST (4X4), a grey SUV with grey interior. It's a 4-cylinder, 3 L diesel, automatic, and has 284253 km.",15990
"I am looking at a 2018 Kia Picanto GT-Line, a white hatchback with black interior. It's an automatic with a 1.2 L, 4 cyl engine, and has 69835 km on the odometer.",18499
"I am looking at a used 2010 Toyota Hilux Ute / Tray. It features a 2.7 L, 4 cyl engine, automatic, rear drive, with 186416 kilometers.",12999
"It's a 2014 Holden Caprice V, black, 6 L, 8 cyl, rear-wheel drive, automatic, in which it's done 268802 kilometers.",24990
"I have a 2020 Audi SQ8 TDI Quattro, a black SUV with a black interior. It's an automatic with a 4 L, 8 cyl engine, and has 47750 km on the odometer.",164889
"I am looking at a black 2019 Kia Sportage SX, a used SUV with an efficient 2L engine and automatic transmission. It's a front-wheel drive with just 49215 km on the odometer.",29999
"It's a 2017 Alfa Romeo Giulietta Veloce TCT, red, with a 1.7 L, 4 cyl engine, front-wheel drive, automatic, with 55,820 km on it.",28999
"I am looking at a used 2017 Subaru Outback 2.5I Premium. It features a 2.5L 4-cylinder engine, automatic, and AWD. It's clocked 55,676 km.",31999
"I am looking at a 2012 Mazda 3 NEO, a silver exterior with black interior. It's a 4-door sedan with a 2 L, 4 cyl engine, and has 122362 km.",11455
"There's a used 2017 Kia Cerato Sport in white available. It's an automatic with a 2 L, 4-cylinder engine, and has done 74736 km.",21999
"I have a 2012 Holden Commodore SV6 Thunder, a white hatchet with a 3.6 L engine, rear drive, 6 cyl engine, and 103373 kilometers on it.",21992
"I have a 2018 Mazda CX-5 Maxx, a white SUV with an automatic transmission. It's a 4-cylinder engine, 2.5L engine, and has 87245 km on the odometer.",29999
"There is a used 2015 Honda HR-V VTI-S LE in blue, a 4-door SUV with an automatic transmission. It's a front-wheel drive with just 98048 km on the odometer.",23369
"I have a 1996 HSV Maloo Ute / Tray, black exterior and interior, used. It's an automatic with a 5 L, 8 cyl engine, rear drive, and has 3 seats.",39990
"I have a 2006 Toyota Landcruiser GXL, a sleek SUV. It's an automatic with a 4.2L engine, 4 cyl engine, and has clocked 8 seats.",37999
"I have a 2018 Hyundai Tucson Active X, a white 2018 Hyundai Tucson Active X, used. It's a front-wheel drive with an automatic transmission and a grey interior, having 55,678 km.",28982
"I am looking at a 2021 MG ZST Excite, a white SUV with a black interior. It's got a 1.3L engine, automatic transmission, and has covered 7759 km.",29999
"There is a used 2016 Holden Colorado 7 LT, white SUV with an automatic transmission. It's a 4-cylinder engine, with 159592 km on the odometer.",26369
"I have a 2016 Jeep Grand Cherokee Limited, a grey SUV with a black interior. It's an automatic with a 3.6L engine, and has 79287 km on the odometer.",33990
"I have a 2020 Hyundai Tucson Active, a blue SUV with a black interior. It's an automatic with a 2L 4-cylinder engine, and has 68835 km on the odometer.",26990
"I am looking at a 2022 Toyota Landcruiser Prado VX, a blue SUV with a diesel 2.8L engine, automatic, and 27001 km on the odometer.",87999
"I am looking at a used 2020 Mitsubishi Outlander ES 7 seater, 2.4L engine, grey exterior, black interior. It features a 2.4L 4-cylinder engine, automatic, and has covered 28495 km.",30990
"It's a 2015 Ford Ecosport Trend, grey with a grey interior, 1.5L 4 cyl engine, front-wheel drive, automatic, with 101344 km on it.",13999
"I am looking at a 2007 Jeep Wrangler Sport, a silver SUV, with a 3.8L 4-cylinder engine, automatic, and 164270 km on the odometer.",16990
"I have a 2013 Holden Trax LTZ, a sleek SUV. It's an automatic with a 1.8L engine, front-wheel drive, and has 161900 km on the odometer.",13988
"There is a used 2017 Holden Colorado LS in red, diesel-powered. It's an automatic with a 2.8 L, 4 cyl engine, grey interior, and has done 81461 km.",34990
"There is a used 2017 Mitsubishi Triton GLX in white, featuring a 2.4 L, 4 cyl engine, automatic transmission, rear drive, with 14950 km on it.",27999
"I have a 2018 Ford Endura ST-Line, a sleek SUV. It's an automatic with a 2L diesel engine, front-wheel drive, and has clocked 81500 km.",30988
"I am looking at a 2012 Toyota Hilux SR, a used model, with a diesel 3-liter, 4-cylinder engine, and 300200 kilometers on the odometer.",16990
"I am looking at a 2016 Honda HR-V VTI-S, a silver SUV with an automatic transmission, 1.8L engine, and 74781 km on the odometer.",20990
"I am looking at a used 2010 Hyundai Santa FE SLX Crdi, white, diesel. It features a 2.2L 4-cylinder engine, automatic, and has covered 7 seats.",13999
"I have a 2013 Mitsubishi Pajero GLX-R LWB, a black SUV with an automatic transmission. It's equipped with a 3.2L engine and has covered 7 seats.",25990
"I have a 2016 Toyota 86 GT coupe, sleek in grey. It's an automatic with a black interior, rear-wheel drive, and has 66901 km on the odometer.",26877
"I have a 2013 Ford Ranger XL 3.2L diesel engine, white with black interior, used. It's an automatic with a 3.2L engine, and has 272300 km.",17990
"I am looking at a used 2019 Nissan Navara ST-X, silver, 2.3L 4 cyl diesel engine, automatic, 5-door hatch, with 5 seats.",39998
I am looking at a used 2013 Mercedes-Benz M-Class W166 ML250 ML250 ML250 ML250 ML250 ML250 ML250 ML250 ML250 ML250 ML250 ML250 ML250 ML250 ML250 ML250 ML250 ML250 ML250 ML250 ML250 ML250 ML250 ML250 ML250 ML250 ML250 ML250 ML250 ML250 ML250 ML250,27999
"I have a 2023 GWM Haval Jolion, a used black SUV with a 1.5L engine and automatic transmission. It's a front-wheel drive with just 1 km on the odometer.",34485
"I have a 2011 Hyundai Santa FE Elite Crdi, white exterior with black interior. It's a 4-door SUV with a 2.2L diesel engine, automatic, and has clocked 252120 km.",11990
"I am looking at a 2012 Mercedes-Benz C200 BE, a black sedan with a 1.8 L, 4 cyl engine, rear drive, automatic, with 248527 km on it.",9985
"There is a used 2019 Mitsubishi Outlander, grey with a black interior. it's an automatic with a 2.4L engine, AWD, and has done 115918 km.",26990
"I am looking at a used 2004 Volvo V50, white, 2.4 L engine. It features an automatic transmission, 2.4 L, 4 cyl engine, and has covered 132523 km.",9990
"I have a 2014 Toyota Hilux SR, a white 2014 Toyota Hilux SR, used. It's a diesel with a 3-liter, 4-cylinder engine, automatic, and has covered 133218 km.",43990
"I have a 2008 Land Rover Range Rover Sport 2.7 TDV6, black with a black interior. It's a 4-door SUV with a 2.7 L, 4WD engine, automatic, and has clocked 186627 km.",18990
"I have a 2010 Nissan Patrol ST (4X4), a white 2010 Nissan Patrol ST. It's a 4-cylinder, 3 L diesel, SUV, 4-cylinder, and has 299991 km.",19999
"There is a used 2017 Mercedes-Benz C220 D in white, diesel-powered. It's an automatic with a 2.1L engine, rear drive, and has covered 91581 km.",37888
"I am looking at a used 2005 Holden Commodore, silver. It features a 3.6 L, 6 cyl engine, rear drive, and has covered 259743 km.",5990
"I have a 2019 Mitsubishi ASX ES, a white 2019 model. It's an automatic with a 2L engine, front-wheel drive, and has 93786 km on the odometer.",22488
"I have a 2003 Toyota Landcruiser Prado GX, white SUV with a 4 L, 4-cylinder engine, automatic, and 335974 kilometers on the odometer.",14990
"A 2018 Holden Astra LT is available, white with a 1.4 L 4-cyl engine, front-wheel drive, and has 33999 km on the odometer.",19988
"I have a 2019 Audi Q2 40 Tfsi Quattro, a silver SUV with a diesel 2L engine, automatic, and AWD. It's clocked 35342 km.",42369
"I am looking at a used 2015 Land Rover Discovery Sport SD4 HSE. It features a 2.2L diesel engine, automatic, and AWD. It's clocked 135174 km.",34999
"I have a 2021 Mazda BT-50 GT Thunder, white with white interior. It's a 4-cylinder, 3 L diesel, automatic, with 3 L, 4WD, and has 38592 km.",59488
"I have a 2017 Jaguar XE 20T R-Sport, 2L 4 cyl, automatic, rear-wheel drive, white color, standard with 125043 km driven.",28888
"I have a 2011 BMW X3 X3 Xdrive, a sleek silver SUV. It's an automatic with a 3 L, 4-cylinder engine, and has 119565 km on the odometer.",19888
"I have a 2007 Smart Fortwo Coupe, a sleek in black. It's an automatic with a 0.7 L, 3 cyl engine, front-wheel drive, and has clocked 88178 km.",5985
"I have a 2021 MG ZS EV Essence, white with a black interior. It's an automatic with a 0 L, 4 doors, 5 seats.",39888
"I have a 2018 Ford Ranger XLS 3.2L diesel engine, white with black interior, used. It's an automatic with a 3.2L engine, 4 cyl engine, and has 138989 km.",37990
"A 2017 Mitsubishi Outlander LS (4X4) is available, red with black interior. This 4-door SUV features an automatic gearbox, 2.4L engine, and has 89691 km.",27990
"I am looking at a used 2021 Mitsubishi ASX ES, a grey SUV with a black interior. It's got a 2L 4-cylinder engine, automatic, and has covered 50184 km.",25290
"A 2018 Ford Ranger XLT 3.2L diesel engine, silver with a black interior, used. It's an automatic with a 3.2L engine, 4 cyl engine, and has done 140644 kilometers.",51990
"I am looking at a used 2017 Volkswagen Amarok V6 TDI 550 Highline. It features a 3 L, 4WD diesel engine, automatic, and has covered 5 seats.",46999
"I have a 2022 Volkswagen T-Cross 85TSI Style, used. It's a silver SUV with a black interior, 1L 3 cyl engine, front-wheel drive, and has clocked 14795 km.",34990
"I have a 2015 Toyota Landcruiser Prado Altitude, white with a 3 L, 4-cylinder diesel engine, automatic, and 183536 km on the odometer.",48990
"I am looking at a used 2016 Holden Colorado LS. It features a 2.8 L, 4 cyl diesel engine, automatic, and has covered 55,676 km.",29490
"There's a used 2009 Holden Epica Sedan in silver available. It's an automatic with a 2.5 L, 4 cyl engine, and has done 202000 kilometers.",4999
"I am looking at a used 2004 Mazda Tribute Limited Sport, automatic, 3-liter engine, 4-cylinder, and 235117 kilometers driven by the engine's owners. clocked only 6 cyl, with 5 seats.",4990
"I am looking at a used 2011 Toyota Hilux SR5 in grey. It features a 4 L, 6 cyl engine, automatic, and has covered 198324 km.",24990
"There is a used 2019 Mitsubishi Eclipse Cross ES in silver, featuring a black interior. It's an automatic with a 1.5L engine, front-wheel drive, and has clocked 46097 km.",29995
"A 2017 Land Rover Range Rover Sport SDV6 HSE Dynamic in white, used. It boasts a white interior, 3L diesel engine, automatic transmission, AWD, and has covered 5 seats.",98888
"I am looking at a used 2016 Holden Malibu CD. It features a 2.4 L, 4 cyl engine, automatic, and has covered 123333 km.",12990
"I am looking at a used 2016 Subaru Forester 2.5L 4-cylinder, 2.5L engine, silver exterior, black interior. It features a 5 seats, 4 cyl 2.5L engine, automatic, and AWD. It's clocked 87939 km.",25998
"I have a 2021 Kia Sportage S (fwd) used, with a sleek white exterior. It's an automatic, front-wheel drive, and has a mileage of 60395 km.",29480
"I am looking at a 2021 Hyundai I30 N Line, a grey hatchback with automatic transmission, 1.6 L, 4 cyl engine, grey interior, and 22030 km on the odometer.",35984
"I am looking at a used 2018 Hyundai Kona Active AWD, black, 1.6 L 4-cylinder engine, automatic, 5-door SUV, with 43000 kilometers on the odometer.",24999
"I have a 2021 Mazda CX-5 Maxx Sport, grey exterior, grey interior, 2.2L 4 cyl diesel, automatic, with 29860 km on the odometer.",39978
"There is a used 2018 Ford Ranger Wildtrak in silver, a 4-door SUV with an automatic transmission. It's a used model, with a 3.2L engine, and has covered 115822 km.",49900
"I am looking at a red Mitsubishi Lancer Sedan, a used 2009 model. It features a 2 L, 4 cyl engine, automatic, and has covered 232399 km.",5990
"I am looking at a used 2023 Toyota Landcruiser 70 Series LC79 GXL. It features a 4.5L diesel engine, automatic, and AWD. It's clocked 8 cyl engine, with 2 doors, 2 seats.",125994
"I am looking at a 2002 Toyota Corolla Conquest Seca, a silver hatchback with automatic transmission, 1.8 L, 4 cyl engine, and 191225 kilometers on record.",7990
"A 2021 Mercedes-Benz CLA45 S4Matic+, black with a black interior, 2L 4 cyl engine, AWD, automatic, 26482 km driven.",117990
"I am looking at a used 2015 Toyota Landcruiser Prado GXL, blue, diesel. It features a 3 L, 4-cylinder engine, automatic, and has covered 119984 km.",48888
"There is a used 2015 Mazda BT-50 XT in blue, diesel-powered. It's an automatic with a 2.2L engine, 3 cyl engine, and has done 3 seats.",14999
"I have a 2023 Toyota Landcruiser 70 Series LC79 Workmate, used. It's an automatic with a 4.5 L, 8 cyl engine, AWD, and has 229,8 km.",123984
"I have a 2015 Holden Captiva 7 LS, white hatchback with black interior. It's an automatic with a 2.4L engine, front-wheel drive, and has 90737 km on the odometer.",15990
"There's a used 2015 Honda Accord Sport Hybrid in white available. It's an automatic with a 2 L, 4-cyl engine, and has done 90800 km.",27990
"I am looking at a 2014 Holden Captiva CG 7 LTZ Wagon, black, used. It comes with an automatic gearbox and has traveled 175349 km.",14990
"A 2022 Mazda CX-30 G20 Touring Vision, red with a black interior, used. It's an automatic with a 2L engine, front-wheel drive, and has 3766 km on the odometer.",36990
"A 2018 Audi A5 2.0 Tfsi Quattro S Tronic Sprt is available, white with a grey interior. It's a 4-cylinder, 2 L engine, with 78864 km.",44991
"I am looking at a white 2015 Mitsubishi Triton GL. It's a used model, with a 2.4 L, 4 cyl engine, rear drive, and has 251548 km on the odometer.",10990
"A black 2012 Land Rover Range Rover Sport 3.0 SDV6 is available. It's a used model with an automatic transmission, 3 L, 4 cyl engine, and has covered 159768 km.",39990
"I have a 2019 Hyundai I30 GO, a white hatchback with black interior. It's an automatic with a 2 L, 4-cylinder engine, and has 70764 km on the odometer.",19990
"I have a 2016 Nissan Patrol ST (4X4), white with a white interior. It's a 4-cylinder, 3 L diesel, automatic, with 91290 km.",51990
"There is a used 2008 Holden Rodeo RA LX in silver, featuring a 4dr man, diesel engine, and a total of 266342 km.",14999
"I am looking at a 2014 Jaguar F-Type V6, a grey coupe with an automatic transmission. It's equipped with a 3 L, 6 cyl engine and has done 22063 km.",89990
"I am looking at a 2014 Ford Ranger XLT 3.2L diesel, automatic, 3.2L engine, grey interior, and 213031 kilometers of driving experience. It's a 5-door SUV with 5 seats, 5 seats.",26990
"I am looking at a used 2022 Daihatsu Hijet Westside Auto Wholesale. It's an automatic with a 2022.0 km, and has traveled 29 countries.",28988
"I have a 2021 Suzuki Baleno GL, a white hatchback with grey interior. It's an automatic with a 1.4 L, 4 cyl engine, and has 40262 km on the odometer.",19998
"I have a 2011 Land Rover Discovery Series 4 SDV6 HSE Wagon, black with a black interior. It's a used model, with 221,871 km.",28980
"It's a 2020 Kia Cerato S, grey with a black interior, hatchback. Features an automatic transmission, 2 L, 4 cyl engine, and 60153 km on the clock.",21997
"I am looking at a 2012 HSV Senator Signature, a black, 6.2L 8 cyl engine, rear drive, automatic, with 164900 km, a used gem.",49990
"I am looking at a used 2016 Mitsubishi Triton GLS, white, diesel. It features a 2.4 L, 4 cyl engine, automatic, and has covered 129084 km.",31987
"I have a 2016 Mitsubishi Pajero Exceed LWB, a sleek silver SUV. It's an automatic with a 3.2L engine, 4 cyl engine, and has clocked 152000 km.",38980
"I have a 2020 Hyundai I30 Active, a hatchback in silver with an automatic transmission. It's an automatic with a 2 L, 4-cylinder engine, and has 60300 km on the odometer.",23999
"I am looking at a 2012 Holden UTE SV6 UTE SV6 UTE UTE SV6 UTE UTE SV6 UTE UTE SV6 UTE UTE UTE UTE SV6 UTE UTE UTE SV6 UTE UTE UTE UTE NEXTLE, green, used. It comes with an automatic gearbox and has traveled 90098 km.",29490
"I am looking at a used 2023 Toyota RAV4 cruiser, black with a black interior. It's got a 2.5L engine, automatic transmission, and has covered 5 doors, 5 seats.",67888
"I am looking at a used 2018 Renault Koleos Life SUV, with a grey interior. It's a used model, with a 2.5L 4-cylinder engine, front-wheel drive, and has 55,676 kilometers.",24999
"I am looking at a used 2017 Nissan Navara RX, white, diesel. It features a 2.3L 4-cylinder engine, automatic, and has covered 68725 km.",32980
A 2017 Toyota C-HR Koba (awd) is a grey SUV with an automatic transmission. It's equipped with a 1.2L engine and has done 63052 km.,34990
"I am looking at a demo 2019 Isuzu D-MAX X-Rider, white, diesel, automatic, 3-liter engine, 4-cylinder, and 5 seats.",44990
"I am looking at a 2022 Jeep Compass S-Limited, silver with a 2.4L 4-cylinder engine, automatic, and 12818 km on the odometer.",45990
"I am looking at a used 2019 Mitsubishi Triton GLS, grey with a black interior. It's a 4-cylinder, 2.4 L diesel, automatic, with 39613 km.",45999
"I have a 2018 Mazda CX-5 Maxx Sport, 2L 4 cyl, automatic, front-wheel drive, and 95756 kilometers on the odometer.",31990
"I have a 2020 Toyota RAV4 Cruiser, red with black interior, used. It's an automatic with a 2.5L engine, and has clocked 17105 km.",54350
"It's a 2022 Nissan Navara SL OFF-Road Pack, 4 cyl 2.3L diesel, automatic, with 5 doors, 5 seats.",52999
"I am looking at a used 2017 Toyota Landcruiser Prado VX, white, diesel. It features a 2.8 L, 4 cyl engine, automatic, and has covered 7 seats.",62984
"I have a 2011 Mitsubishi Outlander LS 30TH Anniversary, a sleek silver SUV. It's an automatic with a 2.4L engine, front-wheel drive, and has 236856 km on the odometer.",9999
"I am looking at a used 2016 Nissan Navara RX, white, diesel. It features a 2.3L 4-cylinder engine, automatic, and has traveled 183044 km.",29789
"I am looking at a 2012 Hyundai Veloster, a white hatchback with black interior. It's an automatic with a 1.6 L, 4 cyl engine, and has clocked 144100 km.",13750
"I am looking at a used 2019 Isuzu MU-X LS-T, silver SUV. It features a 3 L, 4-cylinder diesel engine, automatic, and has covered 83162 km.",52988
"2006 Mazda MPV Wagon, silver, with a 3 L, 4-cylinder engine, front-wheel drive, and 6 cyl 6082 km on the odometer.",6999
"I have a 2022 Toyota Fortuner GXL, a white SUV with black interior. It's an automatic with a 2.8 L, 4 cyl engine, and has 5637 km on the odometer.",65888
"A 2005 Toyota Estima Aeras, grey with grey interior, used. It comes with an automatic gearbox, 2.4 L, 4 cyl engine, and has done 158821 km.",9990
"I am looking at a used 2019 Toyota Fortuner Crusade. It features a 2.8 L, 4 cyl diesel engine, automatic, and AWD. It's done 78664 kilometers.",55988
"I am looking at a used 2011 Ford Territory Titanium, white with a black interior. It's a used model, with a 4 L, 6 cyl engine, rear drive, and has 145385 km.",16889
"I am looking at a used 2020 Kia Stinger GT. This grey coupe features a 6 cyl 3.3L engine, automatic, rear drive, and has 25006 km on the odometer.",56990
"I am looking at a used 2011 Jeep Cherokee Sport, white exterior, black interior. It features a 3.7 L, 6 cyl engine, automatic, and has 55,676 km.",15885
"I am looking at a used 2021 Hyundai Palisade SUV, with a grey exterior. It's a used model, with a 2.2L 4-cylinder diesel engine, AWD, and has covered 63616 km.",56980
"I have a 2021 Lexus NX350 F Sport + EP1 AWD, used. It's an automatic with a 2.4L engine, AWD, and has clocked 8309 km.",83999
"There is a used 2015 Holden Cruze Equipe in black, a sleek hatchback. It has an automatic transmission, 1.8 L, 4 cyl engine, and only 16,9752 kilometers.",10888
"I have a 2021 Lexus NX350 F Sport + EP1 AWD, used, 4 cyl 2.4L engine, automatic, with 14856 km on it.",81999
"There is a used 2018 Mitsubishi Outlander, silver with an automatic transmission. It's a 4-cylinder, 2.4L engine, with 76261 km on the odometer.",27999
"There's a used 2019 Mercedes-Benz C300 in blue available. It's an automatic with a 2 L, 4-cylinder engine, rear drive, and has 30855 km on the odometer.",69988
